,0,1,2,3,4,5,6,7
0,9103783_11409903,3,60.0,93.0,47.0,126.0,180.0,89.0
0,9104043_11426803,0,33.0,68.0,65.0,123.0,212.0,273.0
0,9104043_11426803,1,33.0,75.0,79.0,123.0,205.0,273.0
0,9104043_11426803,2,33.0,182.0,150.0,117.0,212.0,253.0
0,9104043_11426803,3,48.0,68.0,65.0,100.0,142.0,93.0
0,9104620_10709703,0,9.0,21.0,7.0,150.0,310.0,334.0
0,9104620_10709703,1,9.0,21.0,7.0,150.0,310.0,334.0
0,9104620_10709703,2,33.0,194.0,127.0,124.0,220.0,229.0
0,9104620_10709703,3,49.0,67.0,59.0,105.0,146.0,85.0
0,9105279_11635903,0,5.0,60.0,3.0,137.0,302.0,272.0
0,9105279_11635903,1,5.0,60.0,3.0,137.0,302.0,272.0
0,9105279_11635903,2,32.0,208.0,146.0,130.0,246.0,255.0
0,9105279_11635903,3,78.0,135.0,84.0,94.0,149.0,87.0
0,9106510_11374403,0,29.0,54.0,62.0,137.0,226.0,295.0
0,9106510_11374403,1,30.0,54.0,83.0,137.0,219.0,295.0
0,9106510_11374403,2,29.0,192.0,161.0,136.0,226.0,280.0
0,9106510_11374403,3,41.0,62.0,62.0,102.0,137.0,98.0
0,9107048_11662303,0,30.0,78.0,56.0,131.0,224.0,248.0
0,9107048_11662303,1,30.0,87.0,71.0,131.0,218.0,248.0
0,9107048_11662303,2,32.0,192.0,134.0,128.0,224.0,246.0
0,9107048_11662303,3,45.0,78.0,56.0,108.0,160.0,86.0
0,9107524_11779903,0,32.0,65.0,64.0,131.0,243.0,279.0
0,9107524_11779903,1,35.0,65.0,78.0,130.0,236.0,279.0
0,9107524_11779903,2,32.0,211.0,150.0,131.0,243.0,267.0
0,9107524_11779903,3,46.0,76.0,64.0,104.0,156.0,92.0
0,9113192_10373503,0,29.0,82.0,54.0,140.0,250.0,265.0
0,9113192_10373503,1,33.0,119.0,78.0,140.0,243.0,265.0
0,9113192_10373503,2,29.0,212.0,132.0,134.0,250.0,251.0
0,9113192_10373503,3,49.0,82.0,54.0,111.0,170.0,89.0
0,9113782_11661903,0,30.0,91.0,64.0,128.0,249.0,270.0
0,9113782_11661903,1,33.0,106.0,78.0,128.0,241.0,270.0
0,9113782_11661903,2,30.0,210.0,151.0,127.0,249.0,265.0
0,9113782_11661903,3,48.0,91.0,64.0,105.0,167.0,95.0
0,9114285_11632403,0,17.0,38.0,73.0,150.0,374.0,338.0
0,9114285_11632403,1,17.0,38.0,80.0,150.0,374.0,338.0
0,9114285_11632403,2,32.0,212.0,142.0,125.0,242.0,251.0
0,9114285_11632403,3,47.0,100.0,73.0,98.0,176.0,99.0
0,9115289_11703103,0,30.0,76.0,55.0,128.0,215.0,264.0
0,9115289_11703103,1,31.0,94.0,55.0,127.0,211.0,264.0
0,9115289_11703103,2,30.0,186.0,133.0,128.0,215.0,243.0
0,9115289_11703103,3,44.0,76.0,63.0,104.0,152.0,97.0
0,9116147_11672503,0,25.0,66.0,79.0,133.0,246.0,283.0
0,9116147_11672503,1,29.0,106.0,94.0,133.0,239.0,283.0
0,9116147_11672503,2,25.0,210.0,154.0,128.0,246.0,264.0
0,9116147_11672503,3,50.0,66.0,79.0,102.0,153.0,113.0
0,9118799_11426603,0,25.0,54.0,46.0,143.0,219.0,272.0
0,9118799_11426603,1,29.0,75.0,62.0,143.0,211.0,272.0
0,9118799_11426603,2,25.0,176.0,137.0,138.0,219.0,272.0
0,9118799_11426603,3,55.0,54.0,46.0,119.0,136.0,88.0
0,9130641_11728403,0,28.0,71.0,15.0,133.0,377.0,362.0
0,9130641_11728403,1,32.0,85.0,15.0,133.0,377.0,362.0
0,9130641_11728403,2,28.0,199.0,152.0,130.0,235.0,269.0
0,9130641_11728403,3,48.0,71.0,75.0,106.0,150.0,103.0
0,9140600_10373602,0,10.0,93.0,45.0,134.0,381.0,376.0
0,9140600_10373602,1,10.0,123.0,55.0,134.0,381.0,376.0
0,9140600_10373602,2,22.0,214.0,125.0,128.0,251.0,238.0
0,9140600_10373602,3,43.0,93.0,45.0,103.0,177.0,80.0
0,9140640_11378703,0,31.0,94.0,43.0,158.0,351.0,318.0
0,9140640_11378703,1,31.0,112.0,63.0,158.0,351.0,318.0
0,9140640_11378703,2,31.0,201.0,127.0,131.0,235.0,232.0
0,9140640_11378703,3,47.0,94.0,43.0,100.0,165.0,75.0
0,9143628_11412503,0,26.0,112.0,56.0,132.0,255.0,260.0
0,9143628_11412503,1,29.0,133.0,81.0,132.0,245.0,260.0
0,9143628_11412503,2,26.0,220.0,137.0,130.0,255.0,258.0
0,9143628_11412503,3,46.0,112.0,56.0,100.0,189.0,97.0
0,9148091_11377703,0,9.0,92.0,85.0,134.0,259.0,340.0
0,9148091_11377703,1,9.0,92.0,94.0,134.0,259.0,340.0
0,9148091_11377703,2,26.0,215.0,156.0,128.0,247.0,277.0
0,9148091_11377703,3,52.0,105.0,85.0,102.0,177.0,110.0
0,9152569_10355103,0,24.0,71.0,20.0,136.0,348.0,284.0
0,9152569_10355103,1,27.0,102.0,20.0,136.0,348.0,284.0
0,9152569_10355103,2,24.0,204.0,152.0,128.0,240.0,268.0
0,9152569_10355103,3,40.0,71.0,64.0,102.0,162.0,98.0
0,9156716_11654803,0,29.0,60.0,68.0,138.0,213.0,272.0
0,9156716_11654803,1,31.0,71.0,77.0,138.0,204.0,272.0
0,9156716_11654803,2,29.0,182.0,124.0,134.0,213.0,261.0
0,9156716_11654803,3,41.0,60.0,68.0,88.0,126.0,86.0
0,9157622_11545503,0,28.0,99.0,2.0,145.0,377.0,261.0
0,9157622_11545503,1,33.0,131.0,2.0,145.0,377.0,261.0
0,9157622_11545503,2,28.0,212.0,147.0,122.0,247.0,251.0
0,9157622_11545503,3,49.0,99.0,75.0,103.0,171.0,106.0
0,9167589_11430203,0,21.0,90.0,64.0,133.0,245.0,280.0
0,9167589_11430203,1,21.0,111.0,66.0,133.0,239.0,280.0
0,9167589_11430203,2,35.0,209.0,154.0,131.0,245.0,269.0
0,9167589_11430203,3,56.0,90.0,64.0,111.0,173.0,101.0
0,9174582_11625903,0,35.0,24.0,60.0,129.0,210.0,264.0
0,9174582_11625903,1,39.0,24.0,76.0,129.0,203.0,264.0
0,9174582_11625903,2,35.0,180.0,126.0,128.0,210.0,244.0
0,9174582_11625903,3,55.0,24.0,60.0,103.0,105.0,81.0
0,9179238_11481503,0,20.0,95.0,12.0,151.0,372.0,352.0
0,9179238_11481503,1,20.0,110.0,12.0,151.0,372.0,352.0
0,9179238_11481503,2,28.0,207.0,152.0,123.0,244.0,263.0
0,9179238_11481503,3,46.0,95.0,64.0,102.0,169.0,100.0
0,9181790_11776003,0,29.0,51.0,51.0,133.0,221.0,260.0
0,9181790_11776003,1,31.0,93.0,59.0,133.0,213.0,260.0
0,9181790_11776003,2,29.0,186.0,127.0,131.0,221.0,254.0
0,9181790_11776003,3,47.0,51.0,51.0,105.0,137.0,76.0
0,9182305_11648703,0,25.0,84.0,71.0,130.0,247.0,269.0
0,9182305_11648703,1,25.0,118.0,85.0,130.0,241.0,269.0
0,9182305_11648703,2,30.0,215.0,152.0,127.0,247.0,258.0
0,9182305_11648703,3,45.0,84.0,71.0,104.0,168.0,102.0
0,9182721_11411703,0,17.0,60.0,7.0,143.0,339.0,267.0
0,9182721_11411703,1,17.0,83.0,7.0,143.0,339.0,267.0
0,9182721_11411703,2,25.0,183.0,130.0,128.0,210.0,249.0
0,9182721_11411703,3,37.0,60.0,48.0,98.0,138.0,80.0
0,9188312_11730303,0,28.0,67.0,7.0,145.0,370.0,292.0
0,9188312_11730303,1,28.0,67.0,7.0,145.0,370.0,292.0
0,9188312_11730303,2,29.0,209.0,147.0,139.0,239.0,281.0
0,9188312_11730303,3,48.0,88.0,74.0,107.0,162.0,103.0
0,9210230_10363003,0,14.0,107.0,32.0,131.0,245.0,260.0
0,9210230_10363003,1,14.0,127.0,85.0,131.0,241.0,260.0
0,9210230_10363003,2,31.0,213.0,143.0,124.0,245.0,248.0
0,9210230_10363003,3,54.0,107.0,32.0,103.0,175.0,96.0
0,9211261_11436203,0,32.0,63.0,72.0,144.0,240.0,283.0
0,9211261_11436203,1,39.0,90.0,90.0,144.0,231.0,283.0
0,9211261_11436203,2,32.0,202.0,152.0,136.0,240.0,277.0
0,9211261_11436203,3,56.0,63.0,72.0,113.0,148.0,106.0
0,9211751_11437517,0,19.0,57.0,8.0,142.0,342.0,276.0
0,9211751_11437517,1,19.0,96.0,8.0,142.0,342.0,276.0
0,9211751_11437517,2,21.0,200.0,146.0,132.0,236.0,262.0
0,9211751_11437517,3,49.0,57.0,62.0,116.0,152.0,94.0
0,9221040_10364303,0,26.0,60.0,31.0,151.0,358.0,264.0
0,9221040_10364303,1,27.0,82.0,31.0,151.0,358.0,264.0
0,9221040_10364303,2,26.0,193.0,120.0,143.0,227.0,254.0
0,9221040_10364303,3,41.0,60.0,38.0,112.0,309.0,130.0
0,9226514_10355003,0,15.0,85.0,3.0,157.0,363.0,329.0
0,9226514_10355003,1,15.0,117.0,3.0,157.0,363.0,329.0
0,9226514_10355003,2,32.0,216.0,150.0,120.0,247.0,251.0
0,9226514_10355003,3,45.0,85.0,71.0,86.0,156.0,96.0
0,9226752_11478103,0,30.0,106.0,61.0,126.0,242.0,246.0
0,9226752_11478103,1,33.0,126.0,75.0,126.0,237.0,246.0
0,9226752_11478103,2,30.0,212.0,134.0,123.0,242.0,243.0
0,9226752_11478103,3,50.0,106.0,61.0,101.0,173.0,113.0
0,9233869_11743103,failed,,,,,,
0,9234667_11633003,0,11.0,65.0,2.0,155.0,356.0,302.0
0,9234667_11633003,1,11.0,87.0,2.0,155.0,356.0,302.0
0,9234667_11633003,2,28.0,190.0,126.0,128.0,218.0,245.0
0,9234667_11633003,3,38.0,65.0,50.0,92.0,143.0,86.0
0,9237473_11436303,0,28.0,62.0,49.0,143.0,242.0,272.0
0,9237473_11436303,1,34.0,103.0,72.0,143.0,235.0,272.0
0,9237473_11436303,2,28.0,204.0,142.0,135.0,242.0,255.0
0,9237473_11436303,3,56.0,62.0,49.0,114.0,160.0,86.0
0,9241780_11636503,0,34.0,38.0,62.0,140.0,215.0,266.0
0,9241780_11636503,1,35.0,38.0,68.0,140.0,209.0,266.0
0,9241780_11636503,2,34.0,180.0,132.0,133.0,215.0,255.0
0,9241780_11636503,3,50.0,46.0,62.0,103.0,122.0,80.0
0,9247270_11681403,0,30.0,50.0,65.0,131.0,211.0,266.0
0,9247270_11681403,1,30.0,50.0,75.0,131.0,205.0,266.0
0,9247270_11681403,2,31.0,181.0,140.0,122.0,211.0,247.0
0,9247270_11681403,3,50.0,59.0,65.0,101.0,124.0,93.0
0,9248710_11471203,0,34.0,55.0,92.0,127.0,224.0,290.0
0,9248710_11471203,1,37.0,55.0,101.0,127.0,219.0,290.0
0,9248710_11471203,2,34.0,194.0,164.0,123.0,224.0,269.0
0,9248710_11471203,3,54.0,64.0,92.0,105.0,140.0,115.0
0,9250756_11649217,0,32.0,49.0,72.0,155.0,281.0,271.0
0,9250756_11649217,1,34.0,55.0,75.0,155.0,281.0,271.0
0,9250756_11649217,2,32.0,180.0,149.0,129.0,214.0,255.0
0,9250756_11649217,3,54.0,49.0,72.0,110.0,123.0,97.0
0,9253255_11715603,0,31.0,102.0,72.0,133.0,244.0,272.0
0,9253255_11715603,1,31.0,118.0,87.0,133.0,237.0,272.0
0,9253255_11715603,2,31.0,209.0,149.0,125.0,244.0,256.0
0,9253255_11715603,3,47.0,102.0,72.0,103.0,171.0,106.0
0,9254853_11698103,0,32.0,117.0,92.0,132.0,250.0,274.0
0,9254853_11698103,1,35.0,117.0,92.0,132.0,245.0,274.0
0,9254853_11698103,2,32.0,213.0,159.0,130.0,250.0,268.0
0,9254853_11698103,3,81.0,167.0,104.0,89.0,173.0,107.0
0,9255848_11378203,0,30.0,30.0,59.0,142.0,223.0,269.0
0,9255848_11378203,1,33.0,78.0,63.0,142.0,215.0,269.0
0,9255848_11378203,2,30.0,186.0,118.0,132.0,223.0,242.0
0,9255848_11378203,3,57.0,30.0,59.0,123.0,120.0,89.0
0,9264781_11670003,0,26.0,96.0,66.0,138.0,375.0,261.0
0,9264781_11670003,1,26.0,109.0,73.0,138.0,375.0,261.0
0,9264781_11670003,2,32.0,216.0,134.0,129.0,245.0,245.0
0,9264781_11670003,3,56.0,96.0,66.0,104.0,168.0,88.0
0,9266274_11662003,0,31.0,94.0,62.0,153.0,367.0,350.0
0,9266274_11662003,1,34.0,114.0,77.0,153.0,367.0,350.0
0,9266274_11662003,2,31.0,200.0,138.0,127.0,226.0,251.0
0,9266274_11662003,3,52.0,94.0,62.0,101.0,162.0,95.0
0,9266787_11553402,0,36.0,52.0,2.0,142.0,359.0,269.0
0,9266787_11553402,1,38.0,52.0,2.0,142.0,359.0,266.0
0,9266787_11553402,2,36.0,209.0,127.0,132.0,247.0,269.0
0,9266787_11553402,3,58.0,82.0,61.0,105.0,185.0,124.0
0,9267719_11442603,0,33.0,66.0,2.0,150.0,362.0,268.0
0,9267719_11442603,1,35.0,88.0,2.0,150.0,362.0,268.0
0,9267719_11442603,2,33.0,184.0,57.0,127.0,212.0,257.0
0,9267719_11442603,3,55.0,66.0,60.0,106.0,140.0,88.0
0,9268233_11442503,0,36.0,70.0,3.0,156.0,370.0,248.0
0,9268233_11442503,1,36.0,70.0,3.0,156.0,370.0,248.0
0,9268233_11442503,2,39.0,196.0,141.0,123.0,219.0,247.0
0,9268233_11442503,3,50.0,83.0,53.0,100.0,151.0,90.0
0,9268724_11374503,0,35.0,62.0,53.0,133.0,211.0,259.0
0,9268724_11374503,1,37.0,87.0,75.0,133.0,205.0,259.0
0,9268724_11374503,2,35.0,183.0,133.0,130.0,211.0,250.0
0,9268724_11374503,3,44.0,62.0,53.0,97.0,142.0,89.0
0,9269275_11679203,0,25.0,91.0,72.0,149.0,313.0,367.0
0,9269275_11679203,1,25.0,94.0,77.0,149.0,313.0,367.0
0,9269275_11679203,2,25.0,205.0,146.0,123.0,242.0,266.0
0,9269275_11679203,3,44.0,91.0,72.0,97.0,162.0,98.0
0,9270239_11436403,0,25.0,80.0,42.0,133.0,223.0,253.0
0,9270239_11436403,1,28.0,99.0,63.0,133.0,214.0,253.0
0,9270239_11436403,2,25.0,190.0,126.0,130.0,223.0,246.0
0,9270239_11436403,3,44.0,80.0,42.0,98.0,158.0,78.0
0,9274208_11737903,0,35.0,98.0,62.0,149.0,224.0,259.0
0,9274208_11737903,1,36.0,100.0,74.0,149.0,218.0,259.0
0,9274208_11737903,2,35.0,188.0,154.0,120.0,224.0,250.0
0,9274208_11737903,3,52.0,98.0,62.0,110.0,163.0,97.0
0,9281202_11483803,0,28.0,60.0,65.0,134.0,215.0,262.0
0,9281202_11483803,1,30.0,91.0,81.0,134.0,205.0,262.0
0,9281202_11483803,2,28.0,184.0,148.0,130.0,215.0,257.0
0,9281202_11483803,3,47.0,60.0,65.0,109.0,143.0,98.0
0,9289520_11417503,0,35.0,71.0,2.0,131.0,342.0,254.0
0,9289520_11417503,1,36.0,102.0,2.0,131.0,342.0,254.0
0,9289520_11417503,2,35.0,179.0,155.0,121.0,205.0,249.0
0,9289520_11417503,3,50.0,71.0,74.0,99.0,142.0,99.0
0,9291206_10359203,0,17.0,67.0,14.0,128.0,338.0,265.0
0,9291206_10359203,1,17.0,87.0,14.0,128.0,338.0,265.0
0,9291206_10359203,2,24.0,185.0,120.0,125.0,221.0,252.0
0,9291206_10359203,3,37.0,67.0,36.0,99.0,146.0,65.0
0,9295400_11683203,0,28.0,95.0,68.0,152.0,372.0,267.0
0,9295400_11683203,1,28.0,125.0,85.0,152.0,372.0,267.0
0,9295400_11683203,2,29.0,212.0,143.0,127.0,245.0,264.0
0,9295400_11683203,3,43.0,95.0,68.0,100.0,174.0,105.0
0,9297511_11712603,0,28.0,62.0,60.0,141.0,219.0,275.0
0,9297511_11712603,1,34.0,71.0,82.0,141.0,212.0,275.0
0,9297511_11712603,2,28.0,186.0,140.0,136.0,219.0,259.0
0,9297511_11712603,3,53.0,62.0,60.0,115.0,146.0,97.0
0,9300796_11796703,0,30.0,80.0,94.0,134.0,238.0,284.0
0,9300796_11796703,1,30.0,80.0,109.0,134.0,235.0,284.0
0,9300796_11796703,2,36.0,208.0,160.0,131.0,238.0,271.0
0,9300796_11796703,3,53.0,87.0,94.0,108.0,160.0,122.0
0,9301641_11437603,0,32.0,84.0,55.0,144.0,250.0,280.0
0,9301641_11437603,1,37.0,119.0,83.0,144.0,241.0,280.0
0,9301641_11437603,2,32.0,218.0,128.0,137.0,250.0,254.0
0,9301641_11437603,3,48.0,84.0,55.0,109.0,175.0,97.0
0,9304509_11565603,0,29.0,65.0,50.0,129.0,305.0,258.0
0,9304509_11565603,1,32.0,65.0,66.0,129.0,305.0,258.0
0,9304509_11565603,2,29.0,176.0,132.0,127.0,205.0,247.0
0,9304509_11565603,3,47.0,72.0,50.0,100.0,131.0,83.0
0,9304828_11685303,0,11.0,54.0,42.0,155.0,216.0,323.0
0,9304828_11685303,1,11.0,54.0,53.0,155.0,216.0,323.0
0,9304828_11685303,2,33.0,181.0,115.0,128.0,213.0,228.0
0,9304828_11685303,3,51.0,56.0,42.0,100.0,132.0,66.0
0,9306384_11441603,0,24.0,57.0,54.0,143.0,236.0,290.0
0,9306384_11441603,1,26.0,94.0,79.0,143.0,227.0,290.0
0,9306384_11441603,2,24.0,194.0,145.0,137.0,236.0,278.0
0,9306384_11441603,3,42.0,57.0,54.0,115.0,150.0,97.0
0,9312487_11741903,0,31.0,28.0,71.0,131.0,221.0,293.0
0,9312487_11741903,1,31.0,28.0,78.0,131.0,210.0,293.0
0,9312487_11741903,2,31.0,194.0,138.0,131.0,221.0,270.0
0,9312487_11741903,3,45.0,33.0,71.0,78.0,106.0,92.0
0,9315555_11543003,0,7.0,85.0,80.0,129.0,256.0,332.0
0,9315555_11543003,1,7.0,85.0,102.0,129.0,256.0,332.0
0,9315555_11543003,2,34.0,213.0,157.0,122.0,247.0,262.0
0,9315555_11543003,3,41.0,101.0,80.0,91.0,176.0,111.0
0,9318527_10354903,0,22.0,108.0,77.0,122.0,250.0,270.0
0,9318527_10354903,1,24.0,132.0,94.0,122.0,239.0,270.0
0,9318527_10354903,2,22.0,204.0,152.0,114.0,250.0,262.0
0,9318527_10354903,3,34.0,108.0,77.0,82.0,167.0,110.0
0,9326801_11687003,0,38.0,80.0,34.0,142.0,370.0,280.0
0,9326801_11687003,1,39.0,108.0,34.0,142.0,370.0,275.0
0,9326801_11687003,2,39.0,204.0,156.0,124.0,240.0,280.0
0,9326801_11687003,3,38.0,80.0,36.0,95.0,157.0,93.0
0,9333528_11662403,0,15.0,87.0,3.0,150.0,341.0,370.0
0,9333528_11662403,1,15.0,118.0,3.0,150.0,341.0,370.0
0,9333528_11662403,2,30.0,212.0,153.0,131.0,247.0,267.0
0,9333528_11662403,3,53.0,87.0,68.0,112.0,167.0,90.0
0,9333793_11841003,0,28.0,73.0,15.0,123.0,375.0,275.0
0,9333793_11841003,1,32.0,73.0,15.0,123.0,375.0,275.0
0,9333793_11841003,2,28.0,191.0,161.0,117.0,225.0,263.0
0,9333793_11841003,3,50.0,80.0,86.0,98.0,146.0,106.0
0,9340468_10359403,0,39.0,79.0,61.0,143.0,217.0,352.0
0,9340468_10359403,1,41.0,108.0,87.0,143.0,217.0,352.0
0,9340468_10359403,2,39.0,189.0,146.0,121.0,215.0,256.0
0,9340468_10359403,3,45.0,79.0,61.0,90.0,148.0,93.0
0,9349241_11544003,0,26.0,48.0,54.0,137.0,212.0,263.0
0,9349241_11544003,1,28.0,72.0,57.0,137.0,207.0,263.0
0,9349241_11544003,2,26.0,178.0,129.0,133.0,212.0,247.0
0,9349241_11544003,3,48.0,48.0,54.0,106.0,126.0,83.0
0,9351700_11632803,0,29.0,48.0,52.0,138.0,219.0,289.0
0,9351700_11632803,1,31.0,69.0,65.0,137.0,208.0,289.0
0,9351700_11632803,2,29.0,184.0,135.0,138.0,219.0,270.0
0,9351700_11632803,3,35.0,48.0,52.0,104.0,142.0,89.0
0,9353703_11400103,0,20.0,58.0,5.0,127.0,357.0,322.0
0,9353703_11400103,1,20.0,58.0,5.0,127.0,357.0,322.0
0,9353703_11400103,2,31.0,182.0,138.0,125.0,214.0,250.0
0,9353703_11400103,3,48.0,59.0,65.0,103.0,143.0,95.0
0,9354236_11436603,0,34.0,81.0,99.0,128.0,237.0,273.0
0,9354236_11436603,1,38.0,81.0,99.0,128.0,231.0,273.0
0,9354236_11436603,2,34.0,213.0,157.0,125.0,237.0,265.0
0,9354236_11436603,3,56.0,123.0,101.0,87.0,159.0,114.0
0,9354699_11657903,0,13.0,57.0,51.0,146.0,234.0,321.0
0,9354699_11657903,1,13.0,75.0,57.0,146.0,228.0,321.0
0,9354699_11657903,2,29.0,185.0,117.0,130.0,234.0,235.0
0,9354699_11657903,3,44.0,57.0,51.0,110.0,148.0,74.0
0,9359678_11423503,0,10.0,66.0,49.0,139.0,219.0,264.0
0,9359678_11423503,1,10.0,66.0,68.0,139.0,215.0,264.0
0,9359678_11423503,2,32.0,183.0,138.0,130.0,219.0,253.0
0,9359678_11423503,3,53.0,72.0,49.0,110.0,153.0,83.0
0,9362660_11757603,0,25.0,62.0,53.0,132.0,220.0,282.0
0,9362660_11757603,1,25.0,89.0,77.0,132.0,209.0,282.0
0,9362660_11757603,2,28.0,188.0,144.0,130.0,220.0,269.0
0,9362660_11757603,3,38.0,62.0,53.0,98.0,142.0,95.0
0,9365810_11740703,0,20.0,68.0,40.0,147.0,343.0,262.0
0,9365810_11740703,1,20.0,87.0,63.0,147.0,343.0,262.0
0,9365810_11740703,2,21.0,197.0,109.0,133.0,235.0,250.0
0,9365810_11740703,3,39.0,68.0,40.0,94.0,122.0,67.0
0,9366809_11763603,0,22.0,63.0,48.0,144.0,217.0,264.0
0,9366809_11763603,1,22.0,85.0,70.0,144.0,209.0,264.0
0,9366809_11763603,2,29.0,183.0,140.0,139.0,217.0,255.0
0,9366809_11763603,3,47.0,63.0,48.0,116.0,142.0,84.0
0,9367477_11781603,0,37.0,91.0,64.0,134.0,375.0,272.0
0,9367477_11781603,1,37.0,91.0,64.0,134.0,375.0,272.0
0,9367477_11781603,2,37.0,205.0,157.0,131.0,235.0,260.0
0,9367477_11781603,3,63.0,104.0,95.0,106.0,160.0,112.0
0,9368084_11478503,0,25.0,7.0,49.0,146.0,285.0,269.0
0,9368084_11478503,1,26.0,7.0,67.0,146.0,277.0,269.0
0,9368084_11478503,2,25.0,256.0,135.0,140.0,285.0,266.0
