,0,1,2,3,4,5,6,7
0,02163.nii.gz,0,16.0,23.0,70.0,113.0,259.0,284.0
0,02163.nii.gz,1,16.0,23.0,70.0,110.0,206.0,284.0
0,02163.nii.gz,2,16.0,182.0,141.0,113.0,259.0,256.0
0,02163.nii.gz,3,34.0,26.0,117.0,81.0,192.0,173.0
0,02744.nii.gz,0,9.0,77.0,98.0,118.0,288.0,304.0
0,02744.nii.gz,1,10.0,104.0,104.0,118.0,225.0,304.0
0,02744.nii.gz,2,9.0,198.0,134.0,118.0,288.0,300.0
0,02744.nii.gz,3,10.0,77.0,98.0,58.0,159.0,125.0
0,02491.nii.gz,0,12.0,98.0,71.0,115.0,234.0,273.0
0,02491.nii.gz,1,13.0,119.0,85.0,115.0,217.0,267.0
0,02491.nii.gz,2,12.0,193.0,142.0,115.0,234.0,273.0
0,02491.nii.gz,3,26.0,98.0,71.0,92.0,168.0,105.0
0,00865.nii.gz,0,4.0,8.0,61.0,113.0,221.0,346.0
0,00865.nii.gz,1,12.0,100.0,91.0,105.0,211.0,255.0
0,00865.nii.gz,2,4.0,8.0,61.0,113.0,221.0,346.0
0,00865.nii.gz,3,63.0,68.0,75.0,108.0,146.0,98.0
0,10674.nii.gz,0,2.0,8.0,85.0,110.0,247.0,346.0
0,10674.nii.gz,1,15.0,116.0,117.0,110.0,234.0,280.0
0,10674.nii.gz,2,2.0,8.0,85.0,110.0,247.0,346.0
0,10674.nii.gz,3,12.0,92.0,115.0,53.0,165.0,134.0
0,06408.nii.gz,0,5.0,8.0,92.0,106.0,241.0,327.0
0,06408.nii.gz,1,11.0,124.0,125.0,103.0,232.0,280.0
0,06408.nii.gz,2,5.0,8.0,92.0,106.0,241.0,327.0
0,06408.nii.gz,3,17.0,97.0,112.0,68.0,168.0,134.0
0,06846.nii.gz,0,2.0,8.0,43.0,120.0,220.0,393.0
0,06846.nii.gz,1,11.0,96.0,74.0,112.0,206.0,242.0
0,06846.nii.gz,2,2.0,8.0,43.0,120.0,220.0,393.0
0,06846.nii.gz,3,47.0,86.0,65.0,100.0,159.0,87.0
0,04140.nii.gz,0,5.0,8.0,55.0,126.0,262.0,350.0
0,04140.nii.gz,1,6.0,8.0,67.0,125.0,239.0,276.0
0,04140.nii.gz,2,5.0,8.0,77.0,124.0,262.0,350.0
0,04140.nii.gz,3,25.0,61.0,55.0,126.0,190.0,98.0
0,04767.nii.gz,0,4.0,8.0,83.0,112.0,221.0,391.0
0,04767.nii.gz,1,17.0,90.0,111.0,112.0,208.0,282.0
0,04767.nii.gz,2,4.0,8.0,83.0,111.0,221.0,391.0
0,04767.nii.gz,3,22.0,57.0,102.0,80.0,121.0,131.0
0,12726.nii.gz,0,9.0,78.0,72.0,117.0,251.0,278.0
0,12726.nii.gz,1,10.0,112.0,81.0,110.0,234.0,273.0
0,12726.nii.gz,2,9.0,212.0,116.0,111.0,251.0,278.0
0,12726.nii.gz,3,75.0,78.0,72.0,117.0,151.0,104.0
0,12101.nii.gz,0,13.0,114.0,80.0,108.0,246.0,251.0
0,12101.nii.gz,1,13.0,136.0,90.0,104.0,235.0,249.0
0,12101.nii.gz,2,13.0,217.0,126.0,108.0,246.0,251.0
0,12101.nii.gz,3,54.0,114.0,80.0,104.0,186.0,102.0
0,06012.nii.gz,0,17.0,9.0,90.0,113.0,221.0,255.0
0,06012.nii.gz,1,17.0,93.0,101.0,111.0,207.0,252.0
0,06012.nii.gz,2,19.0,9.0,133.0,113.0,221.0,255.0
0,06012.nii.gz,3,57.0,63.0,90.0,102.0,129.0,113.0
0,07445.nii.gz,0,11.0,111.0,94.0,112.0,260.0,284.0
0,07445.nii.gz,1,11.0,129.0,106.0,111.0,237.0,284.0
0,07445.nii.gz,2,11.0,214.0,142.0,112.0,260.0,280.0
0,07445.nii.gz,3,12.0,111.0,94.0,68.0,186.0,118.0
0,13918.nii.gz,0,2.0,8.0,71.0,120.0,229.0,393.0
0,13918.nii.gz,1,13.0,107.0,99.0,111.0,210.0,267.0
0,13918.nii.gz,2,2.0,8.0,71.0,120.0,229.0,393.0
0,13918.nii.gz,3,68.0,93.0,98.0,113.0,159.0,118.0
0,05517.nii.gz,0,11.0,73.0,99.0,107.0,232.0,295.0
0,05517.nii.gz,1,11.0,96.0,101.0,105.0,222.0,280.0
0,05517.nii.gz,2,12.0,201.0,137.0,107.0,232.0,295.0
0,05517.nii.gz,3,11.0,73.0,99.0,49.0,155.0,118.0
0,11404.nii.gz,0,11.0,53.0,75.0,102.0,212.0,317.0
0,11404.nii.gz,1,15.0,84.0,86.0,102.0,201.0,317.0
0,11404.nii.gz,2,11.0,171.0,120.0,101.0,212.0,250.0
0,11404.nii.gz,3,34.0,53.0,75.0,80.0,131.0,101.0
0,07678.nii.gz,0,8.0,114.0,111.0,107.0,277.0,302.0
0,07678.nii.gz,1,8.0,123.0,115.0,106.0,227.0,287.0
0,07678.nii.gz,2,8.0,205.0,161.0,107.0,277.0,302.0
0,07678.nii.gz,3,8.0,114.0,111.0,52.0,184.0,137.0
0,03892.nii.gz,0,9.0,47.0,57.0,119.0,233.0,255.0
0,03892.nii.gz,1,9.0,47.0,57.0,111.0,215.0,255.0
0,03892.nii.gz,2,12.0,69.0,57.0,111.0,233.0,251.0
0,03892.nii.gz,3,38.0,74.0,57.0,119.0,194.0,104.0
0,08075.nii.gz,0,10.0,88.0,88.0,111.0,243.0,276.0
0,08075.nii.gz,1,14.0,117.0,105.0,110.0,230.0,276.0
0,08075.nii.gz,2,10.0,210.0,156.0,111.0,243.0,276.0
0,08075.nii.gz,3,21.0,88.0,88.0,68.0,163.0,110.0
0,10707.nii.gz,0,1.0,8.0,61.0,112.0,242.0,388.0
0,10707.nii.gz,1,13.0,110.0,101.0,111.0,224.0,272.0
0,10707.nii.gz,2,1.0,8.0,61.0,112.0,242.0,388.0
0,10707.nii.gz,3,13.0,90.0,90.0,62.0,171.0,109.0
0,06935.nii.gz,0,15.0,79.0,102.0,121.0,239.0,300.0
0,06935.nii.gz,1,15.0,103.0,111.0,118.0,227.0,300.0
0,06935.nii.gz,2,16.0,201.0,147.0,121.0,239.0,293.0
0,06935.nii.gz,3,68.0,79.0,102.0,118.0,157.0,124.0
0,12826.nii.gz,0,9.0,98.0,72.0,119.0,250.0,283.0
0,12826.nii.gz,1,9.0,107.0,72.0,118.0,236.0,266.0
0,12826.nii.gz,2,9.0,208.0,113.0,119.0,250.0,283.0
0,12826.nii.gz,3,9.0,98.0,72.0,54.0,177.0,90.0
0,06089.nii.gz,0,4.0,8.0,88.0,117.0,244.0,301.0
0,06089.nii.gz,1,13.0,124.0,97.0,116.0,229.0,280.0
0,06089.nii.gz,2,4.0,8.0,96.0,117.0,244.0,301.0
0,06089.nii.gz,3,26.0,100.0,88.0,81.0,175.0,118.0
0,04614.nii.gz,0,18.0,108.0,73.0,116.0,246.0,282.0
0,04614.nii.gz,1,18.0,111.0,94.0,116.0,234.0,279.0
0,04614.nii.gz,2,18.0,203.0,131.0,112.0,246.0,282.0
0,04614.nii.gz,3,70.0,108.0,73.0,116.0,181.0,117.0
0,12655.nii.gz,0,12.0,124.0,78.0,115.0,253.0,295.0
0,12655.nii.gz,1,16.0,127.0,118.0,113.0,232.0,293.0
0,12655.nii.gz,2,12.0,141.0,78.0,115.0,253.0,295.0
0,12655.nii.gz,3,63.0,124.0,104.0,111.0,198.0,130.0
0,06746.nii.gz,0,2.0,83.0,86.0,113.0,324.0,267.0
0,06746.nii.gz,1,13.0,138.0,93.0,111.0,235.0,266.0
0,06746.nii.gz,2,18.0,83.0,136.0,113.0,246.0,267.0
0,06746.nii.gz,3,2.0,287.0,86.0,18.0,324.0,124.0
0,14384.nii.gz,0,9.0,8.0,62.0,110.0,236.0,335.0
0,14384.nii.gz,1,12.0,111.0,73.0,110.0,226.0,237.0
0,14384.nii.gz,2,9.0,8.0,113.0,110.0,236.0,335.0
0,14384.nii.gz,3,52.0,87.0,62.0,100.0,167.0,85.0
0,00558.nii.gz,0,4.0,8.0,72.0,123.0,262.0,378.0
0,00558.nii.gz,1,5.0,113.0,72.0,120.0,243.0,280.0
0,00558.nii.gz,2,4.0,8.0,94.0,121.0,262.0,378.0
0,00558.nii.gz,3,73.0,88.0,75.0,123.0,168.0,96.0
0,03353.nii.gz,0,1.0,8.0,63.0,119.0,241.0,394.0
0,03353.nii.gz,1,2.0,99.0,98.0,119.0,220.0,316.0
0,03353.nii.gz,2,1.0,8.0,63.0,119.0,241.0,394.0
0,03353.nii.gz,3,2.0,74.0,87.0,54.0,162.0,118.0
0,03574.nii.gz,0,9.0,8.0,83.0,110.0,251.0,263.0
0,03574.nii.gz,1,17.0,128.0,93.0,110.0,232.0,253.0
0,03574.nii.gz,2,9.0,8.0,115.0,110.0,251.0,263.0
0,03574.nii.gz,3,57.0,100.0,83.0,106.0,174.0,103.0
0,13958.nii.gz,0,4.0,8.0,61.0,121.0,237.0,377.0
0,13958.nii.gz,1,7.0,100.0,79.0,120.0,221.0,302.0
0,13958.nii.gz,2,4.0,8.0,61.0,121.0,237.0,377.0
0,13958.nii.gz,3,9.0,84.0,86.0,78.0,168.0,116.0
0,13516.nii.gz,0,4.0,8.0,54.0,123.0,245.0,390.0
0,13516.nii.gz,1,7.0,94.0,54.0,117.0,228.0,269.0
0,13516.nii.gz,2,4.0,8.0,64.0,119.0,245.0,390.0
0,13516.nii.gz,3,24.0,67.0,54.0,123.0,191.0,211.0
0,11679.nii.gz,0,2.0,8.0,80.0,111.0,220.0,307.0
0,11679.nii.gz,1,3.0,78.0,99.0,108.0,204.0,298.0
0,11679.nii.gz,2,2.0,8.0,80.0,111.0,220.0,307.0
0,11679.nii.gz,3,5.0,64.0,96.0,60.0,151.0,122.0
0,11444.nii.gz,0,9.0,89.0,88.0,116.0,257.0,301.0
0,11444.nii.gz,1,10.0,118.0,104.0,115.0,244.0,301.0
0,11444.nii.gz,2,9.0,105.0,121.0,115.0,257.0,283.0
0,11444.nii.gz,3,62.0,89.0,88.0,116.0,166.0,119.0
0,05682.nii.gz,0,12.0,46.0,88.0,113.0,199.0,292.0
0,05682.nii.gz,1,12.0,78.0,104.0,113.0,193.0,292.0
0,05682.nii.gz,2,12.0,170.0,148.0,113.0,199.0,287.0
0,05682.nii.gz,3,49.0,46.0,88.0,103.0,124.0,120.0
0,05370.nii.gz,0,9.0,103.0,71.0,113.0,245.0,248.0
0,05370.nii.gz,1,9.0,114.0,82.0,109.0,230.0,244.0
0,05370.nii.gz,2,11.0,209.0,123.0,113.0,245.0,248.0
0,05370.nii.gz,3,56.0,103.0,71.0,103.0,171.0,93.0
0,05557.nii.gz,0,9.0,93.0,105.0,110.0,249.0,296.0
0,05557.nii.gz,1,10.0,115.0,109.0,110.0,242.0,296.0
0,05557.nii.gz,2,9.0,219.0,135.0,109.0,249.0,290.0
0,05557.nii.gz,3,11.0,93.0,105.0,53.0,174.0,125.0
0,11791.nii.gz,0,2.0,106.0,85.0,115.0,265.0,299.0
0,11791.nii.gz,1,5.0,117.0,91.0,115.0,242.0,299.0
0,11791.nii.gz,2,2.0,120.0,138.0,115.0,265.0,293.0
0,11791.nii.gz,3,8.0,106.0,85.0,55.0,184.0,253.0
0,14011.nii.gz,0,11.0,107.0,8.0,120.0,362.0,271.0
0,14011.nii.gz,1,11.0,110.0,31.0,117.0,287.0,271.0
0,14011.nii.gz,2,11.0,174.0,8.0,120.0,362.0,242.0
0,14011.nii.gz,3,40.0,107.0,27.0,61.0,158.0,90.0
0,02804.nii.gz,0,5.0,8.0,91.0,110.0,266.0,385.0
0,02804.nii.gz,1,20.0,124.0,121.0,110.0,231.0,288.0
0,02804.nii.gz,2,5.0,8.0,91.0,110.0,266.0,385.0
0,02804.nii.gz,3,25.0,99.0,105.0,91.0,193.0,134.0
0,00518.nii.gz,0,9.0,67.0,90.0,114.0,239.0,285.0
0,00518.nii.gz,1,9.0,106.0,100.0,114.0,224.0,285.0
0,00518.nii.gz,2,10.0,198.0,145.0,114.0,239.0,280.0
0,00518.nii.gz,3,55.0,67.0,90.0,113.0,150.0,117.0
0,12428.nii.gz,0,4.0,8.0,63.0,124.0,261.0,393.0
0,12428.nii.gz,1,6.0,120.0,100.0,124.0,245.0,308.0
0,12428.nii.gz,2,4.0,8.0,63.0,124.0,261.0,393.0
0,12428.nii.gz,3,6.0,91.0,102.0,84.0,200.0,122.0
0,04073.nii.gz,0,9.0,74.0,93.0,114.0,225.0,274.0
0,04073.nii.gz,1,10.0,99.0,103.0,113.0,210.0,274.0
0,04073.nii.gz,2,9.0,186.0,149.0,114.0,225.0,268.0
0,04073.nii.gz,3,51.0,74.0,93.0,103.0,145.0,115.0
0,10492.nii.gz,0,9.0,8.0,73.0,112.0,243.0,335.0
0,10492.nii.gz,1,11.0,110.0,79.0,109.0,224.0,264.0
0,10492.nii.gz,2,9.0,8.0,74.0,107.0,243.0,335.0
0,10492.nii.gz,3,63.0,72.0,73.0,112.0,153.0,106.0
0,10747.nii.gz,0,11.0,110.0,121.0,104.0,234.0,288.0
0,10747.nii.gz,1,12.0,129.0,135.0,101.0,219.0,287.0
0,10747.nii.gz,2,17.0,204.0,163.0,104.0,234.0,288.0
0,10747.nii.gz,3,11.0,110.0,121.0,60.0,175.0,141.0
0,06975.nii.gz,0,15.0,151.0,83.0,114.0,266.0,249.0
0,06975.nii.gz,1,18.0,164.0,92.0,111.0,253.0,249.0
0,06975.nii.gz,2,15.0,231.0,142.0,114.0,266.0,249.0
0,06975.nii.gz,3,29.0,151.0,83.0,74.0,216.0,110.0
0,10934.nii.gz,0,9.0,110.0,71.0,119.0,291.0,293.0
0,10934.nii.gz,1,11.0,140.0,77.0,119.0,268.0,293.0
0,10934.nii.gz,2,9.0,227.0,129.0,117.0,291.0,290.0
0,10934.nii.gz,3,12.0,110.0,71.0,63.0,199.0,99.0
0,06121.nii.gz,0,10.0,128.0,108.0,109.0,244.0,304.0
0,06121.nii.gz,1,15.0,132.0,121.0,107.0,230.0,292.0
0,06121.nii.gz,2,10.0,160.0,118.0,109.0,244.0,304.0
0,06121.nii.gz,3,14.0,128.0,108.0,63.0,199.0,135.0
0,12032.nii.gz,0,10.0,91.0,94.0,113.0,235.0,281.0
0,12032.nii.gz,1,11.0,97.0,112.0,111.0,216.0,281.0
0,12032.nii.gz,2,10.0,199.0,137.0,111.0,235.0,273.0
0,12032.nii.gz,3,59.0,91.0,94.0,113.0,164.0,124.0
0,04827.nii.gz,0,12.0,136.0,114.0,111.0,287.0,308.0
0,04827.nii.gz,1,12.0,156.0,117.0,111.0,268.0,296.0
0,04827.nii.gz,2,13.0,248.0,151.0,103.0,287.0,293.0
0,04827.nii.gz,3,13.0,136.0,114.0,86.0,280.0,308.0
0,08861.nii.gz,0,5.0,72.0,71.0,107.0,308.0,296.0
0,08861.nii.gz,1,9.0,91.0,121.0,105.0,282.0,296.0
0,08861.nii.gz,2,5.0,128.0,71.0,107.0,308.0,282.0
0,08861.nii.gz,3,16.0,72.0,125.0,83.0,253.0,295.0
0,08612.nii.gz,0,9.0,59.0,110.0,107.0,226.0,288.0
0,08612.nii.gz,1,11.0,95.0,113.0,106.0,213.0,288.0
0,08612.nii.gz,2,9.0,197.0,139.0,107.0,226.0,267.0
0,08612.nii.gz,3,63.0,59.0,110.0,106.0,133.0,131.0
0,13242.nii.gz,0,11.0,92.0,80.0,114.0,238.0,261.0
0,13242.nii.gz,1,11.0,106.0,90.0,108.0,223.0,257.0
0,13242.nii.gz,2,15.0,202.0,122.0,114.0,238.0,261.0
0,13242.nii.gz,3,67.0,92.0,80.0,108.0,166.0,107.0
0,13465.nii.gz,0,10.0,1.0,98.0,118.0,252.0,318.0
0,13465.nii.gz,1,12.0,28.0,108.0,118.0,234.0,318.0
0,13465.nii.gz,2,10.0,1.0,159.0,112.0,252.0,275.0
0,13465.nii.gz,3,21.0,129.0,98.0,73.0,191.0,126.0
0,05982.nii.gz,0,5.0,8.0,86.0,118.0,245.0,385.0
0,05982.nii.gz,1,11.0,105.0,108.0,118.0,228.0,286.0
0,05982.nii.gz,2,5.0,8.0,86.0,118.0,245.0,385.0
0,05982.nii.gz,3,16.0,79.0,93.0,73.0,156.0,115.0
0,07351.nii.gz,0,4.0,8.0,81.0,112.0,212.0,391.0
0,07351.nii.gz,1,12.0,102.0,114.0,112.0,207.0,297.0
0,07351.nii.gz,2,4.0,8.0,81.0,111.0,212.0,391.0
0,07351.nii.gz,3,18.0,86.0,107.0,68.0,161.0,132.0
0,07576.nii.gz,0,9.0,8.0,80.0,111.0,250.0,391.0
0,07576.nii.gz,1,16.0,118.0,80.0,111.0,229.0,252.0
0,07576.nii.gz,2,9.0,8.0,116.0,106.0,250.0,391.0
0,07576.nii.gz,3,69.0,113.0,81.0,109.0,185.0,103.0
0,13197.nii.gz,0,7.0,93.0,87.0,103.0,238.0,253.0
0,13197.nii.gz,1,8.0,117.0,95.0,98.0,218.0,253.0
0,13197.nii.gz,2,7.0,201.0,129.0,103.0,238.0,247.0
0,13197.nii.gz,3,48.0,93.0,87.0,94.0,161.0,105.0
0,11979.nii.gz,0,4.0,8.0,78.0,120.0,241.0,384.0
0,11979.nii.gz,1,7.0,98.0,91.0,111.0,225.0,290.0
0,11979.nii.gz,2,4.0,8.0,124.0,120.0,241.0,384.0
0,11979.nii.gz,3,55.0,77.0,78.0,108.0,155.0,105.0
0,05424.nii.gz,0,4.0,8.0,64.0,118.0,264.0,283.0
0,05424.nii.gz,1,11.0,142.0,68.0,118.0,244.0,264.0
0,05424.nii.gz,2,4.0,8.0,84.0,117.0,264.0,283.0
0,05424.nii.gz,3,12.0,122.0,64.0,65.0,217.0,100.0
0,05203.nii.gz,0,10.0,97.0,54.0,104.0,234.0,282.0
0,05203.nii.gz,1,14.0,119.0,120.0,104.0,224.0,282.0
0,05203.nii.gz,2,10.0,190.0,168.0,103.0,234.0,276.0
0,05203.nii.gz,3,27.0,97.0,54.0,74.0,166.0,131.0
0,03220.nii.gz,0,2.0,8.0,70.0,119.0,224.0,367.0
0,03220.nii.gz,1,12.0,97.0,102.0,100.0,213.0,271.0
0,03220.nii.gz,2,2.0,8.0,70.0,119.0,224.0,367.0
0,03220.nii.gz,3,49.0,76.0,92.0,96.0,150.0,110.0
0,01555.nii.gz,0,11.0,67.0,90.0,116.0,294.0,295.0
0,01555.nii.gz,1,11.0,131.0,92.0,116.0,269.0,295.0
0,01555.nii.gz,2,12.0,246.0,118.0,115.0,294.0,268.0
0,01555.nii.gz,3,60.0,67.0,90.0,114.0,167.0,117.0
0,01680.nii.gz,0,3.0,109.0,53.0,113.0,257.0,260.0
0,01680.nii.gz,1,5.0,126.0,63.0,106.0,240.0,248.0
0,01680.nii.gz,2,3.0,152.0,72.0,113.0,257.0,260.0
0,01680.nii.gz,3,42.0,109.0,53.0,94.0,184.0,85.0
0,09190.nii.gz,0,7.0,72.0,81.0,120.0,228.0,293.0
0,09190.nii.gz,1,9.0,102.0,107.0,117.0,210.0,293.0
0,09190.nii.gz,2,7.0,190.0,144.0,120.0,228.0,280.0
0,09190.nii.gz,3,51.0,72.0,81.0,113.0,152.0,120.0
0,09462.nii.gz,0,7.0,102.0,117.0,118.0,258.0,320.0
0,09462.nii.gz,1,9.0,132.0,126.0,118.0,242.0,315.0
0,09462.nii.gz,2,7.0,214.0,165.0,117.0,258.0,320.0
0,09462.nii.gz,3,67.0,102.0,117.0,117.0,183.0,142.0
0,10634.nii.gz,0,4.0,8.0,82.0,119.0,216.0,390.0
0,10634.nii.gz,1,17.0,84.0,92.0,116.0,203.0,276.0
0,10634.nii.gz,2,4.0,8.0,110.0,119.0,216.0,390.0
0,10634.nii.gz,3,57.0,63.0,82.0,112.0,142.0,110.0
0,12294.nii.gz,0,2.0,93.0,83.0,112.0,274.0,302.0
0,12294.nii.gz,1,2.0,145.0,95.0,112.0,262.0,292.0
0,12294.nii.gz,2,3.0,93.0,139.0,112.0,274.0,302.0
0,12294.nii.gz,3,4.0,117.0,83.0,60.0,199.0,112.0
0,12141.nii.gz,0,10.0,68.0,117.0,116.0,239.0,299.0
0,12141.nii.gz,1,11.0,97.0,117.0,115.0,223.0,299.0
0,12141.nii.gz,2,10.0,202.0,141.0,116.0,239.0,287.0
0,12141.nii.gz,3,11.0,68.0,124.0,55.0,139.0,138.0
0,00583.nii.gz,0,3.0,8.0,66.0,108.0,240.0,392.0
0,00583.nii.gz,1,11.0,119.0,95.0,106.0,225.0,255.0
0,00583.nii.gz,2,3.0,8.0,66.0,108.0,240.0,392.0
0,00583.nii.gz,3,20.0,110.0,85.0,78.0,185.0,114.0
0,02539.nii.gz,0,2.0,8.0,42.0,118.0,331.0,365.0
0,02539.nii.gz,1,5.0,120.0,66.0,114.0,231.0,262.0
0,02539.nii.gz,2,2.0,8.0,42.0,118.0,331.0,365.0
0,02539.nii.gz,3,66.0,106.0,67.0,113.0,174.0,86.0
0,00656.nii.gz,0,8.0,50.0,79.0,118.0,220.0,284.0
0,00656.nii.gz,1,8.0,74.0,92.0,116.0,210.0,284.0
0,00656.nii.gz,2,8.0,183.0,137.0,118.0,220.0,277.0
0,00656.nii.gz,3,52.0,50.0,79.0,108.0,132.0,103.0
0,00199.nii.gz,0,4.0,8.0,53.0,121.0,234.0,380.0
0,00199.nii.gz,1,10.0,99.0,80.0,117.0,215.0,277.0
0,00199.nii.gz,2,4.0,8.0,53.0,121.0,234.0,380.0
0,00199.nii.gz,3,26.0,72.0,67.0,118.0,168.0,96.0
0,08912.nii.gz,0,3.0,8.0,86.0,127.0,395.0,390.0
0,08912.nii.gz,1,11.0,109.0,92.0,127.0,395.0,348.0
0,08912.nii.gz,2,3.0,8.0,86.0,105.0,243.0,390.0
0,08912.nii.gz,3,55.0,107.0,86.0,102.0,185.0,105.0
0,08761.nii.gz,0,5.0,8.0,72.0,112.0,253.0,388.0
0,08761.nii.gz,1,13.0,118.0,74.0,108.0,238.0,259.0
0,08761.nii.gz,2,5.0,8.0,89.0,112.0,253.0,388.0
0,08761.nii.gz,3,52.0,92.0,72.0,104.0,177.0,250.0
0,08360.nii.gz,0,19.0,105.0,88.0,111.0,233.0,277.0
0,08360.nii.gz,1,19.0,120.0,100.0,104.0,220.0,277.0
0,08360.nii.gz,2,19.0,138.0,100.0,111.0,233.0,267.0
0,08360.nii.gz,3,46.0,105.0,88.0,104.0,177.0,118.0
0,08547.nii.gz,0,12.0,101.0,74.0,116.0,263.0,284.0
0,08547.nii.gz,1,12.0,125.0,81.0,116.0,248.0,275.0
0,08547.nii.gz,2,12.0,214.0,107.0,116.0,263.0,284.0
0,08547.nii.gz,3,61.0,101.0,74.0,112.0,190.0,271.0
0,02884.nii.gz,0,10.0,98.0,71.0,115.0,256.0,271.0
0,02884.nii.gz,1,11.0,124.0,82.0,115.0,237.0,271.0
0,02884.nii.gz,2,10.0,117.0,116.0,115.0,256.0,263.0
0,02884.nii.gz,3,11.0,98.0,71.0,57.0,175.0,92.0
0,00470.nii.gz,0,1.0,8.0,79.0,120.0,248.0,394.0
0,00470.nii.gz,1,13.0,122.0,95.0,110.0,236.0,276.0
0,00470.nii.gz,2,1.0,8.0,79.0,120.0,248.0,394.0
0,00470.nii.gz,3,38.0,107.0,106.0,78.0,205.0,123.0
0,00257.nii.gz,0,2.0,8.0,94.0,120.0,248.0,389.0
0,00257.nii.gz,1,5.0,117.0,100.0,113.0,236.0,287.0
0,00257.nii.gz,2,2.0,8.0,94.0,120.0,248.0,389.0
0,00257.nii.gz,3,66.0,84.0,96.0,114.0,167.0,114.0
0,14563.nii.gz,0,3.0,8.0,57.0,119.0,289.0,391.0
