,0,1,2,3,4,5,6,7
0,9017252_10306506,1,27.0,142.0,87.0,127.0,245.0,260.0
0,9017252_10306506,2,25.0,226.0,147.0,118.0,254.0,255.0
0,9017252_10306506,3,37.0,94.0,76.0,94.0,174.0,105.0
0,9018489_10675913,0,31.0,88.0,3.0,129.0,357.0,336.0
0,9018489_10675913,1,33.0,129.0,3.0,129.0,357.0,336.0
0,9018489_10675913,2,31.0,207.0,135.0,124.0,243.0,238.0
0,9018489_10675913,3,51.0,88.0,66.0,103.0,167.0,102.0
0,9020714_10350806,0,23.0,101.0,60.0,129.0,249.0,256.0
0,9020714_10350806,1,23.0,132.0,73.0,129.0,240.0,251.0
0,9020714_10350806,2,23.0,220.0,137.0,126.0,249.0,256.0
0,9020714_10350806,3,35.0,101.0,60.0,94.0,183.0,88.0
0,9020999_10236913,0,20.0,88.0,27.0,137.0,375.0,382.0
0,9020999_10236913,1,20.0,115.0,27.0,137.0,375.0,382.0
0,9020999_10236913,2,24.0,208.0,156.0,122.0,238.0,271.0
0,9020999_10236913,3,42.0,88.0,76.0,97.0,170.0,122.0
0,9023193_10924523,0,24.0,85.0,57.0,144.0,250.0,297.0
0,9023193_10924523,1,25.0,109.0,77.0,144.0,239.0,297.0
0,9023193_10924523,2,24.0,209.0,158.0,143.0,250.0,288.0
0,9023193_10924523,3,48.0,85.0,57.0,118.0,178.0,97.0
0,9025257_10098814,0,22.0,104.0,3.0,135.0,269.0,368.0
0,9025257_10098814,1,24.0,122.0,3.0,135.0,269.0,368.0
0,9025257_10098814,2,22.0,212.0,165.0,128.0,254.0,277.0
0,9025257_10098814,3,41.0,104.0,67.0,101.0,184.0,113.0
0,9025994_10279403,0,33.0,94.0,87.0,123.0,323.0,264.0
0,9025994_10279403,1,35.0,109.0,92.0,123.0,323.0,264.0
0,9025994_10279403,2,33.0,209.0,145.0,118.0,234.0,248.0
0,9025994_10279403,3,50.0,94.0,87.0,97.0,167.0,111.0
0,9031141_10122605,0,23.0,60.0,65.0,151.0,280.0,290.0
0,9031141_10122605,1,23.0,91.0,88.0,151.0,217.0,290.0
0,9031141_10122605,2,23.0,192.0,146.0,147.0,226.0,286.0
0,9031141_10122605,3,38.0,60.0,65.0,113.0,280.0,140.0
0,9034677_10287906,0,22.0,107.0,55.0,138.0,246.0,269.0
0,9034677_10287906,1,23.0,124.0,77.0,138.0,240.0,269.0
0,9034677_10287906,2,22.0,217.0,148.0,133.0,246.0,264.0
0,9034677_10287906,3,49.0,107.0,55.0,109.0,183.0,95.0
0,9035779_10139006,0,24.0,99.0,70.0,129.0,250.0,284.0
0,9035779_10139006,1,26.0,129.0,92.0,129.0,243.0,284.0
0,9035779_10139006,2,24.0,219.0,161.0,122.0,250.0,276.0
0,9035779_10139006,3,39.0,99.0,70.0,97.0,180.0,121.0
0,9036770_10141406,0,35.0,103.0,72.0,134.0,243.0,273.0
0,9036770_10141406,1,36.0,131.0,95.0,134.0,237.0,273.0
0,9036770_10141406,2,35.0,212.0,148.0,132.0,243.0,261.0
0,9036770_10141406,3,53.0,103.0,72.0,104.0,178.0,110.0
0,9038683_10126006,0,21.0,100.0,71.0,137.0,272.0,290.0
0,9038683_10126006,1,21.0,143.0,93.0,137.0,259.0,289.0
0,9038683_10126006,2,24.0,244.0,166.0,136.0,272.0,290.0
0,9038683_10126006,3,41.0,100.0,71.0,106.0,197.0,105.0
0,9039690_10256506,0,15.0,93.0,66.0,137.0,252.0,258.0
0,9039690_10256506,1,15.0,129.0,74.0,137.0,244.0,258.0
0,9039690_10256506,2,24.0,222.0,139.0,120.0,252.0,239.0
0,9039690_10256506,3,40.0,93.0,66.0,98.0,179.0,94.0
0,9039744_10391606,0,17.0,84.0,68.0,144.0,351.0,381.0
0,9039744_10391606,1,17.0,84.0,95.0,144.0,351.0,381.0
0,9039744_10391606,2,30.0,218.0,155.0,126.0,251.0,267.0
0,9039744_10391606,3,48.0,106.0,68.0,105.0,182.0,109.0
0,9044788_10138206,0,23.0,80.0,62.0,155.0,354.0,381.0
0,9044788_10138206,1,28.0,110.0,82.0,155.0,354.0,381.0
0,9044788_10138206,2,23.0,203.0,144.0,121.0,239.0,260.0
0,9044788_10138206,3,37.0,80.0,62.0,94.0,165.0,95.0
0,9046206_10376106,0,23.0,59.0,57.0,142.0,242.0,289.0
0,9046206_10376106,1,28.0,99.0,76.0,142.0,235.0,289.0
0,9046206_10376106,2,23.0,207.0,148.0,134.0,242.0,278.0
0,9046206_10376106,3,52.0,59.0,57.0,116.0,153.0,94.0
0,9047800_10322306,0,25.0,71.0,56.0,144.0,248.0,275.0
0,9047800_10322306,1,26.0,109.0,75.0,144.0,241.0,275.0
0,9047800_10322306,2,25.0,212.0,140.0,138.0,248.0,266.0
0,9047800_10322306,3,45.0,71.0,56.0,121.0,177.0,96.0
0,9048192_10116505,0,23.0,97.0,66.0,123.0,322.0,381.0
0,9048192_10116505,1,23.0,119.0,83.0,123.0,322.0,381.0
0,9048192_10116505,2,24.0,217.0,146.0,120.0,250.0,268.0
0,9048192_10116505,3,32.0,97.0,66.0,90.0,176.0,106.0
0,9048308_10169603,0,38.0,107.0,85.0,140.0,237.0,272.0
0,9048308_10169603,1,38.0,126.0,104.0,140.0,231.0,272.0
0,9048308_10169603,2,38.0,207.0,165.0,133.0,237.0,266.0
0,9048308_10169603,3,52.0,107.0,85.0,106.0,172.0,115.0
0,9048789_10746106,0,21.0,62.0,15.0,152.0,325.0,268.0
0,9048789_10746106,1,21.0,103.0,15.0,152.0,325.0,268.0
0,9048789_10746106,2,33.0,191.0,147.0,134.0,225.0,261.0
0,9048789_10746106,3,57.0,62.0,65.0,115.0,150.0,95.0
0,9049185_10240906,0,26.0,88.0,58.0,130.0,379.0,381.0
0,9049185_10240906,1,29.0,119.0,80.0,130.0,379.0,381.0
0,9049185_10240906,2,26.0,211.0,149.0,124.0,244.0,265.0
0,9049185_10240906,3,42.0,88.0,58.0,97.0,172.0,94.0
0,9049304_10300503,0,20.0,93.0,72.0,121.0,242.0,261.0
0,9049304_10300503,1,22.0,134.0,88.0,121.0,237.0,261.0
0,9049304_10300503,2,20.0,208.0,145.0,114.0,242.0,247.0
0,9049304_10300503,3,35.0,93.0,72.0,92.0,169.0,104.0
0,9049729_10406506,0,14.0,71.0,60.0,136.0,242.0,300.0
0,9049729_10406506,1,15.0,96.0,77.0,136.0,234.0,300.0
0,9049729_10406506,2,14.0,203.0,157.0,134.0,242.0,292.0
0,9049729_10406506,3,35.0,71.0,60.0,112.0,163.0,101.0
0,9050299_10310606,0,26.0,103.0,68.0,124.0,246.0,277.0
0,9050299_10310606,1,26.0,125.0,91.0,124.0,237.0,277.0
0,9050299_10310606,2,26.0,216.0,150.0,123.0,246.0,272.0
0,9050299_10310606,3,40.0,103.0,68.0,96.0,180.0,112.0
0,9052335_10136406,0,14.0,73.0,64.0,139.0,244.0,297.0
0,9052335_10136406,1,15.0,98.0,88.0,139.0,235.0,297.0
0,9052335_10136406,2,14.0,206.0,156.0,138.0,244.0,290.0
0,9052335_10136406,3,29.0,73.0,64.0,105.0,166.0,106.0
0,9052708_10770406,0,19.0,69.0,49.0,156.0,246.0,262.0
0,9052708_10770406,1,22.0,110.0,74.0,156.0,234.0,262.0
0,9052708_10770406,2,19.0,207.0,125.0,127.0,246.0,247.0
0,9052708_10770406,3,37.0,69.0,49.0,97.0,154.0,84.0
0,9053679_10680505,0,21.0,86.0,70.0,139.0,310.0,271.0
0,9053679_10680505,1,24.0,116.0,83.0,139.0,310.0,271.0
0,9053679_10680505,2,21.0,202.0,152.0,120.0,234.0,261.0
0,9053679_10680505,3,38.0,86.0,70.0,98.0,162.0,105.0
0,9055836_10299306,0,26.0,108.0,64.0,141.0,371.0,381.0
0,9055836_10299306,1,27.0,123.0,89.0,141.0,371.0,381.0
0,9055836_10299306,2,26.0,214.0,155.0,121.0,245.0,267.0
0,9055836_10299306,3,37.0,108.0,64.0,91.0,186.0,108.0
0,9056326_10147506,0,17.0,70.0,62.0,136.0,240.0,282.0
0,9056326_10147506,1,17.0,115.0,78.0,136.0,233.0,282.0
0,9056326_10147506,2,17.0,206.0,137.0,128.0,240.0,261.0
0,9056326_10147506,3,44.0,70.0,62.0,108.0,167.0,98.0
0,9057150_10049003,0,18.0,106.0,40.0,140.0,357.0,285.0
0,9057150_10049003,1,22.0,138.0,40.0,140.0,357.0,275.0
0,9057150_10049003,2,18.0,228.0,128.0,113.0,263.0,254.0
0,9057150_10049003,3,44.0,106.0,72.0,128.0,203.0,285.0
0,9058146_10046103,0,21.0,77.0,75.0,142.0,357.0,381.0
0,9058146_10046103,1,21.0,112.0,84.0,142.0,357.0,381.0
0,9058146_10046103,2,21.0,213.0,142.0,133.0,247.0,275.0
0,9058146_10046103,3,42.0,77.0,75.0,112.0,167.0,107.0
0,9061666_10048418,0,11.0,97.0,48.0,137.0,263.0,276.0
0,9061666_10048418,1,15.0,106.0,65.0,137.0,258.0,276.0
0,9061666_10048418,2,11.0,228.0,121.0,129.0,263.0,260.0
0,9061666_10048418,3,33.0,97.0,48.0,110.0,194.0,90.0
0,9061805_10305906,0,22.0,86.0,57.0,130.0,374.0,274.0
0,9061805_10305906,1,25.0,121.0,71.0,130.0,374.0,274.0
0,9061805_10305906,2,22.0,215.0,149.0,124.0,250.0,254.0
0,9061805_10305906,3,49.0,86.0,57.0,107.0,173.0,99.0
0,9065272_10306905,0,23.0,82.0,64.0,144.0,374.0,381.0
0,9065272_10306905,1,23.0,96.0,81.0,144.0,374.0,381.0
0,9065272_10306905,2,23.0,164.0,93.0,139.0,248.0,259.0
0,9065272_10306905,3,35.0,82.0,64.0,110.0,182.0,140.0
0,9066770_10072506,0,21.0,46.0,93.0,140.0,242.0,324.0
0,9066770_10072506,1,22.0,94.0,106.0,140.0,233.0,324.0
0,9066770_10072506,2,21.0,207.0,192.0,136.0,242.0,314.0
0,9066770_10072506,3,50.0,46.0,93.0,121.0,145.0,132.0
0,9068742_10686905,0,24.0,77.0,56.0,139.0,242.0,286.0
0,9068742_10686905,1,24.0,96.0,82.0,139.0,237.0,286.0
0,9068742_10686905,2,25.0,197.0,156.0,132.0,242.0,273.0
0,9068742_10686905,3,39.0,77.0,56.0,104.0,164.0,97.0
0,9069736_10692906,0,25.0,74.0,67.0,137.0,249.0,270.0
0,9069736_10692906,1,30.0,121.0,76.0,137.0,242.0,270.0
0,9069736_10692906,2,25.0,217.0,139.0,134.0,249.0,266.0
0,9069736_10692906,3,47.0,74.0,67.0,115.0,161.0,91.0
0,9069761_10748403,0,23.0,94.0,91.0,136.0,366.0,306.0
0,9069761_10748403,1,23.0,138.0,113.0,136.0,366.0,306.0
0,9069761_10748403,2,23.0,237.0,174.0,127.0,274.0,291.0
0,9069761_10748403,3,36.0,94.0,91.0,88.0,182.0,121.0
0,9070207_10692205,0,26.0,92.0,73.0,155.0,362.0,382.0
0,9070207_10692205,1,27.0,124.0,89.0,155.0,362.0,382.0
0,9070207_10692205,2,26.0,211.0,156.0,120.0,237.0,262.0
0,9070207_10692205,3,40.0,92.0,73.0,99.0,174.0,106.0
0,9072758_10136106,0,27.0,95.0,42.0,135.0,368.0,346.0
0,9072758_10136106,1,28.0,122.0,78.0,135.0,237.0,346.0
0,9072758_10136106,2,27.0,206.0,142.0,117.0,242.0,242.0
0,9072758_10136106,3,41.0,95.0,42.0,90.0,368.0,100.0
0,9074232_10294814,0,33.0,93.0,71.0,133.0,245.0,281.0
0,9074232_10294814,1,33.0,131.0,95.0,133.0,235.0,281.0
0,9074232_10294814,2,33.0,219.0,163.0,132.0,245.0,274.0
0,9074232_10294814,3,47.0,93.0,71.0,103.0,173.0,110.0
0,9075745_10294606,0,27.0,94.0,63.0,123.0,244.0,270.0
0,9075745_10294606,1,29.0,126.0,82.0,123.0,236.0,270.0
0,9075745_10294606,2,27.0,216.0,149.0,123.0,244.0,258.0
0,9075745_10294606,3,41.0,94.0,63.0,101.0,179.0,103.0
0,9076604_10070504,0,16.0,64.0,59.0,131.0,237.0,261.0
0,9076604_10070504,1,20.0,116.0,73.0,131.0,233.0,261.0
0,9076604_10070504,2,16.0,207.0,129.0,115.0,237.0,251.0
0,9076604_10070504,3,38.0,64.0,59.0,98.0,169.0,88.0
0,9085162_10129331,0,28.0,105.0,74.0,129.0,248.0,282.0
0,9085162_10129331,1,30.0,130.0,95.0,129.0,241.0,282.0
0,9085162_10129331,2,28.0,218.0,167.0,125.0,248.0,275.0
0,9085162_10129331,3,40.0,105.0,74.0,98.0,183.0,107.0
0,9086204_10158506,0,24.0,105.0,70.0,126.0,251.0,273.0
0,9086204_10158506,1,24.0,136.0,89.0,126.0,245.0,273.0
0,9086204_10158506,2,24.0,220.0,155.0,120.0,251.0,264.0
0,9086204_10158506,3,42.0,105.0,70.0,93.0,185.0,106.0
0,9088175_10279707,0,37.0,21.0,58.0,135.0,230.0,252.0
0,9088175_10279707,1,38.0,21.0,76.0,135.0,223.0,252.0
0,9088175_10279707,2,37.0,203.0,132.0,131.0,230.0,248.0
0,9088175_10279707,3,46.0,103.0,58.0,97.0,171.0,87.0
0,9093584_10128506,0,22.0,71.0,57.0,139.0,244.0,270.0
0,9093584_10128506,1,22.0,117.0,75.0,139.0,232.0,270.0
0,9093584_10128506,2,25.0,161.0,87.0,138.0,244.0,264.0
0,9093584_10128506,3,35.0,71.0,57.0,102.0,160.0,87.0
0,9094140_10147323,0,19.0,75.0,58.0,144.0,248.0,290.0
0,9094140_10147323,1,19.0,111.0,76.0,144.0,232.0,290.0
0,9094140_10147323,2,21.0,213.0,145.0,140.0,248.0,284.0
0,9094140_10147323,3,39.0,75.0,58.0,112.0,167.0,94.0
0,9097751_10144906,0,31.0,102.0,80.0,126.0,250.0,283.0
0,9097751_10144906,1,32.0,130.0,101.0,126.0,244.0,283.0
0,9097751_10144906,2,31.0,217.0,162.0,123.0,250.0,273.0
0,9097751_10144906,3,50.0,102.0,80.0,101.0,168.0,115.0
0,9099785_10171206,0,24.0,99.0,71.0,145.0,375.0,273.0
0,9099785_10171206,1,24.0,136.0,87.0,145.0,375.0,273.0
0,9099785_10171206,2,28.0,221.0,160.0,125.0,249.0,270.0
0,9099785_10171206,3,46.0,99.0,71.0,103.0,181.0,113.0
0,9100262_10288306,0,24.0,79.0,60.0,150.0,371.0,312.0
0,9100262_10288306,1,25.0,99.0,60.0,150.0,371.0,312.0
0,9100262_10288306,2,24.0,219.0,141.0,131.0,252.0,280.0
0,9100262_10288306,3,33.0,79.0,62.0,100.0,177.0,109.0
0,9102258_10145115,0,15.0,80.0,50.0,130.0,249.0,256.0
0,9102258_10145115,1,15.0,126.0,62.0,130.0,244.0,256.0
0,9102258_10145115,2,29.0,213.0,132.0,123.0,249.0,246.0
0,9102258_10145115,3,43.0,80.0,50.0,101.0,158.0,90.0
0,9106713_10253206,0,27.0,79.0,72.0,133.0,246.0,289.0
0,9106713_10253206,1,27.0,118.0,89.0,133.0,239.0,289.0
0,9106713_10253206,2,28.0,213.0,153.0,126.0,246.0,272.0
0,9106713_10253206,3,45.0,79.0,72.0,103.0,165.0,104.0
0,9110292_10141006,0,22.0,67.0,60.0,137.0,358.0,381.0
0,9110292_10141006,1,22.0,111.0,76.0,137.0,358.0,381.0
0,9110292_10141006,2,22.0,207.0,145.0,134.0,237.0,276.0
0,9110292_10141006,3,43.0,67.0,60.0,111.0,158.0,89.0
0,9115859_10327306,0,22.0,74.0,85.0,123.0,239.0,283.0
0,9115859_10327306,1,23.0,122.0,93.0,123.0,233.0,283.0
0,9115859_10327306,2,22.0,206.0,159.0,118.0,239.0,272.0
0,9115859_10327306,3,39.0,74.0,85.0,93.0,160.0,119.0
0,9120358_10158707,0,24.0,78.0,104.0,124.0,240.0,294.0
0,9120358_10158707,1,25.0,120.0,114.0,124.0,233.0,294.0
0,9120358_10158707,2,24.0,209.0,163.0,116.0,240.0,271.0
0,9120358_10158707,3,40.0,78.0,104.0,92.0,155.0,130.0
0,9122908_10326503,0,16.0,76.0,44.0,131.0,351.0,381.0
0,9122908_10326503,1,17.0,114.0,53.0,131.0,351.0,381.0
0,9122908_10326503,2,16.0,200.0,130.0,120.0,241.0,254.0
0,9122908_10326503,3,28.0,76.0,44.0,93.0,170.0,73.0
0,9123404_10326706,0,23.0,61.0,70.0,135.0,381.0,381.0
0,9123404_10326706,1,27.0,100.0,81.0,135.0,381.0,381.0
0,9123404_10326706,2,23.0,191.0,144.0,127.0,231.0,253.0
0,9123404_10326706,3,40.0,61.0,70.0,103.0,149.0,100.0
0,9124895_10155006,0,27.0,81.0,73.0,130.0,362.0,381.0
0,9124895_10155006,1,31.0,105.0,88.0,130.0,362.0,381.0
0,9124895_10155006,2,27.0,219.0,143.0,121.0,255.0,257.0
0,9124895_10155006,3,37.0,81.0,73.0,98.0,166.0,103.0
0,9135752_10121206,0,26.0,70.0,7.0,138.0,352.0,381.0
0,9135752_10121206,1,26.0,122.0,7.0,138.0,352.0,381.0
0,9135752_10121206,2,26.0,218.0,134.0,124.0,247.0,250.0
0,9135752_10121206,3,35.0,70.0,57.0,89.0,158.0,88.0
0,9148338_10383106,0,18.0,83.0,4.0,154.0,351.0,259.0
0,9148338_10383106,1,19.0,124.0,4.0,154.0,351.0,259.0
0,9148338_10383106,2,18.0,212.0,134.0,126.0,250.0,245.0
0,9148338_10383106,3,43.0,83.0,55.0,104.0,165.0,95.0
0,9148828_10143507,0,20.0,69.0,56.0,149.0,230.0,289.0
0,9148828_10143507,1,20.0,88.0,62.0,149.0,222.0,289.0
0,9148828_10143507,2,20.0,194.0,142.0,140.0,230.0,277.0
0,9148828_10143507,3,41.0,69.0,56.0,114.0,159.0,100.0
0,9156309_10274003,0,30.0,80.0,12.0,155.0,337.0,381.0
0,9156309_10274003,1,35.0,80.0,12.0,155.0,337.0,381.0
0,9156309_10274003,2,30.0,215.0,141.0,127.0,241.0,255.0
0,9156309_10274003,3,41.0,81.0,74.0,88.0,162.0,107.0
0,9157758_10532703,0,18.0,13.0,55.0,139.0,381.0,381.0
0,9157758_10532703,1,22.0,13.0,75.0,139.0,381.0,381.0
0,9157758_10532703,2,18.0,201.0,138.0,123.0,235.0,255.0
0,9157758_10532703,3,35.0,64.0,55.0,91.0,148.0,89.0
0,9162770_10406723,0,38.0,119.0,69.0,132.0,247.0,262.0
0,9162770_10406723,1,41.0,134.0,86.0,132.0,240.0,262.0
0,9162770_10406723,2,38.0,215.0,144.0,131.0,247.0,257.0
0,9162770_10406723,3,54.0,119.0,69.0,108.0,187.0,105.0
0,9166930_10722706,0,29.0,100.0,69.0,130.0,336.0,381.0
0,9166930_10722706,1,32.0,128.0,95.0,130.0,336.0,381.0
0,9166930_10722706,2,29.0,212.0,142.0,124.0,250.0,262.0
0,9166930_10722706,3,45.0,100.0,69.0,99.0,173.0,113.0
0,9170920_10102606,0,11.0,70.0,47.0,151.0,292.0,350.0
0,9170920_10102606,1,13.0,106.0,47.0,151.0,292.0,350.0
0,9170920_10102606,2,11.0,204.0,116.0,124.0,242.0,244.0
0,9170920_10102606,3,37.0,70.0,47.0,104.0,163.0,81.0
0,9173434_10106405,0,30.0,84.0,49.0,131.0,349.0,381.0
0,9173434_10106405,1,33.0,109.0,79.0,131.0,349.0,381.0
0,9173434_10106405,2,30.0,192.0,144.0,123.0,229.0,255.0
0,9173434_10106405,3,43.0,84.0,49.0,95.0,167.0,86.0
0,9176893_10176506,0,27.0,90.0,65.0,155.0,372.0,381.0
0,9176893_10176506,1,28.0,94.0,92.0,155.0,372.0,381.0
0,9176893_10176506,2,27.0,202.0,151.0,132.0,233.0,271.0
0,9176893_10176506,3,41.0,90.0,65.0,103.0,173.0,103.0
0,9177408_10176302,0,23.0,75.0,7.0,134.0,332.0,254.0
0,9177408_10176302,1,23.0,96.0,7.0,134.0,332.0,246.0
0,9177408_10176302,2,24.0,193.0,135.0,131.0,225.0,254.0
0,9177408_10176302,3,36.0,75.0,48.0,103.0,159.0,73.0
0,9188806_10706223,0,23.0,94.0,74.0,131.0,354.0,381.0
0,9188806_10706223,1,25.0,124.0,92.0,131.0,354.0,381.0
0,9188806_10706223,2,23.0,204.0,166.0,127.0,240.0,275.0
0,9188806_10706223,3,45.0,94.0,74.0,106.0,172.0,113.0
0,9192885_10301640,0,26.0,64.0,69.0,134.0,382.0,382.0
0,9192885_10301640,1,28.0,103.0,79.0,134.0,382.0,382.0
0,9192885_10301640,2,26.0,197.0,140.0,123.0,229.0,249.0
0,9192885_10301640,3,44.0,64.0,69.0,99.0,144.0,104.0
0,9207798_10143906,0,16.0,53.0,51.0,143.0,243.0,289.0
0,9207798_10143906,1,16.0,105.0,78.0,143.0,237.0,281.0
0,9207798_10143906,2,17.0,210.0,150.0,142.0,243.0,289.0
0,9207798_10143906,3,37.0,53.0,51.0,105.0,152.0,89.0
0,9209792_10240305,0,21.0,92.0,24.0,126.0,367.0,301.0
0,9209792_10240305,1,23.0,110.0,24.0,126.0,367.0,301.0
0,9209792_10240305,2,21.0,204.0,178.0,124.0,239.0,296.0
0,9209792_10240305,3,42.0,92.0,78.0,98.0,168.0,117.0
0,9211800_10684903,0,25.0,88.0,75.0,128.0,253.0,272.0
0,9211800_10684903,1,28.0,130.0,93.0,128.0,241.0,272.0
0,9211800_10684903,2,25.0,219.0,132.0,124.0,253.0,253.0
0,9211800_10684903,3,43.0,88.0,75.0,96.0,163.0,110.0
0,9211869_10167506,0,26.0,75.0,54.0,144.0,253.0,272.0
0,9211869_10167506,1,27.0,109.0,78.0,144.0,244.0,272.0
0,9211869_10167506,2,26.0,220.0,143.0,140.0,253.0,268.0
0,9211869_10167506,3,50.0,75.0,54.0,117.0,176.0,90.0
0,9212386_10156006,0,19.0,63.0,76.0,152.0,381.0,381.0
0,9212386_10156006,1,23.0,84.0,86.0,152.0,381.0,381.0
0,9212386_10156006,2,19.0,199.0,148.0,113.0,242.0,262.0
0,9212386_10156006,3,38.0,63.0,76.0,96.0,350.0,202.0
0,9213372_10308706,0,33.0,108.0,6.0,141.0,374.0,382.0
0,9213372_10308706,1,34.0,127.0,6.0,141.0,374.0,382.0
0,9213372_10308706,2,33.0,208.0,157.0,123.0,354.0,382.0
0,9213372_10308706,3,50.0,108.0,77.0,108.0,179.0,107.0
0,9214395_10133706,0,25.0,88.0,67.0,130.0,242.0,277.0
0,9214395_10133706,1,25.0,120.0,89.0,130.0,235.0,277.0
0,9214395_10133706,2,25.0,208.0,148.0,122.0,242.0,262.0
0,9214395_10133706,3,39.0,88.0,67.0,99.0,170.0,108.0
0,9215390_10308903,0,20.0,79.0,82.0,138.0,243.0,289.0
0,9215390_10308903,1,20.0,121.0,95.0,137.0,235.0,289.0
0,9215390_10308903,2,21.0,214.0,158.0,138.0,243.0,280.0
0,9215390_10308903,3,42.0,79.0,82.0,110.0,166.0,115.0
0,9217481_10930606,0,23.0,70.0,51.0,143.0,232.0,269.0
0,9217481_10930606,1,27.0,104.0,73.0,143.0,227.0,269.0
0,9217481_10930606,2,23.0,197.0,138.0,134.0,232.0,268.0
0,9217481_10930606,3,39.0,70.0,51.0,108.0,160.0,87.0
0,9217911_10098906,0,26.0,90.0,8.0,130.0,309.0,284.0
0,9217911_10098906,1,28.0,119.0,8.0,130.0,309.0,284.0
0,9217911_10098906,2,26.0,207.0,154.0,126.0,238.0,274.0
0,9217911_10098906,3,37.0,90.0,69.0,93.0,168.0,116.0
0,9217997_10927206,0,27.0,75.0,65.0,127.0,243.0,281.0
0,9217997_10927206,1,27.0,117.0,84.0,125.0,235.0,281.0
0,9217997_10927206,2,27.0,205.0,149.0,127.0,243.0,266.0
